335,题目35,1.2047186923,-1.4940209104,-2.33692744365|-1.06567454331|-1.07946074431,4|1|2|3,选项1|选项2|选项3|选项4,1,2
336,题目36,1.2071568887,-1.7536908957,-2.88719051177|-1.4584990383|-0.915383137171,1|2|3|4,选项1|选项2|选项3|选项4,1,2
337,题目37,1.2076784794,-1.8248018937,-2.91084967396|-1.91568240362|-0.647873603603,4|1|2|3,选项1|选项2|选项3|选项4,1,2
338,题目38,1.2148410447,-1.6741551567,-2.86432029603|-1.7532900461|-0.404855127944,4|1|2|3,选项1|选项2|选项3|选项4,1,2
339,题目39,1.2157013093,-1.885450759,-2.74482321548|-1.91108217111|-1.00044689041,2|1|3|4,选项1|选项2|选项3|选项4,1,2
340,题目40,1.2166952453,-1.6144798148,-2.28344071448|-1.63616726336|-0.923831466695,1|2|3|4,选项1|选项2|选项3|选项4,1,2
341,题目41,1.2422263894,-1.6136527773,-2.8520172447|-1.4995190347|-0.489422052515,3|1|2|4,选项1|选项2|选项3|选项4,1,2
342,题目42,1.2589682919,-1.395315548,-2.05426805773|-1.29567239679|-0.836006189368,4|1|2|3,选项1|选项2|选项3|选项4,1,2
343,题目43,1.2615299285,-1.3134709429,-2.46358208854|-1.14547010045|-0.331360639796,3|1|2|4,选项1|选项2|选项3|选项4,1,2
344,题目44,1.26355071,-1.5810440987,-2.64029652551|-1.44847030049|-0.65436547013,3|1|2|4,选项1|选项2|选项3|选项4,1,2
345,题目45,1.2733387281,-1.5267828748,-2.88995777774|-1.2261282354|-0.46426261118,4|1|2|3,选项1|选项2|选项3|选项4,1,2
346,题目46,1.2753092628,-1.4009423953,-2.12857191628|-1.82408159986|-0.250173669754,4|1|2|3,选项1|选项2|选项3|选项4,1,2
347,题目47,1.2792705549,-1.7556235487,-2.87238672397|-1.74467947796|-0.649804444095,1|2|3|4,选项1|选项2|选项3|选项4,1,2
348,题目48,1.2923435902,-1.6123091206,-2.60397393251|-1.94834791389|-0.284605515283,1|2|3|4,选项1|选项2|选项3|选项4,1,2
349,题目49,1.2958594219,-1.5923013516,-2.17137824673|-1.68056406222|-0.9249617458,1|2|3|4,选项1|选项2|选项3|选项4,1,2
350,题目50,1.3018805661,-1.4818596664,-2.64479113801|-1.73075382358|-0.0700340374616,1|2|3|4,选项1|选项2|选项3|选项4,1,2
351,题目51,1.3041492155,-0.549397298,-1.87349650582|-0.686168708107|0.91147331983,1|2|3|4,选项1|选项2|选项3|选项4,1,2
352,题目52,1.3065134431,-0.2390726168,-1.03882131533|-0.11164076334|0.433244228186,1|2|3|4,选项1|选项2|选项3|选项4,1,2
353,题目53,1.3111715229,-0.6930613016,-1.76509444479|-0.742683946265|0.428594486173,2|1|3|4,选项1|选项2|选项3|选项4,1,2
354,题目54,1.3259542821,-0.4915106542,-1.14762849972|-0.657476948916|0.330573485955,4|1|2|3,选项1|选项2|选项3|选项4,1,2
355,题目55,1.3350897532,-0.5963284496,-1.81858088436|-0.838711820862|0.868307356558,2|1|3|4,选项1|选项2|选项3|选项4,1,2
356,题目56,1.3396015518,-0.6248981868,-1.20836854612|-0.803979522001|0.137653507742,1|2|3|4,选项1|选项2|选项3|选项4,1,2
357,题目57,1.340334908,-0.4554625559,-1.24530813054|-0.830382988528|0.709303451334,2|1|3|4,选项1|选项2|选项3|选项4,1,2
358,题目58,1.3495449503,-0.7859705505,-1.65582744952|-1.01233983428|0.310255632423,1|2|3|4,选项1|选项2|选项3|选项4,1,2
359,题目59,1.3543938354,-0.5487761496,-1.27311013096|-0.676523156945|0.303304838966,4|1|2|3,选项1|选项2|选项3|选项4,1,2
360,题目60,1.3580488752,-0.6552899406,-1.08902191413|-1.06262750231|0.18577959458,2|1|3|4,选项1|选项2|选项3|选项4,1,2
361,题目61,1.3637243409,-0.6925587709,-1.79184649217|-0.408622753316|0.122792932673,1|2|3|4,选项1|选项2|选项3|选项4,1,2
362,题目62,1.3674671893,-0.6846056783,-1.62084740889|-0.644742819692|0.211773193734,2|1|3|4,选项1|选项2|选项3|选项4,1,2
363,题目63,1.3690105527,-0.4929705278,-1.74135947318|-0.574093061285|0.836540951136,1|2|3|4,选项1|选项2|选项3|选项4,1,2
364,题目64,1.3710057679,-0.5874912591,-1.95257064314|-0.338288489177|0.528385354942,2|1|3|4,选项1|选项2|选项3|选项4,1,2
365,题目65,1.3783438574,-0.6658717485,-1.34453960774|-1.03907632788|0.386000690184,3|1|2|4,选项1|选项2|选项3|选项4,1,2
366,题目66,1.3882626082,-0.8308368098,-1.94523179645|-1.0135549855|0.466276352692,3|1|2|4,选项1|选项2|选项3|选项4,1,2
367,题目67,1.3896404628,-0.6980198545,-1.91642618848|-0.343109357289|0.165475982302,4|1|2|3,选项1|选项2|选项3|选项4,1,2
368,题目68,1.398197567,-0.4462876588,-1.22947789453|-0.780779809864|0.671394728031,3|1|2|4,选项1|选项2|选项3|选项4,1,2
369,题目69,1.4017694967,-0.2818006464,-1.35155622862|-0.440669118654|0.946823408144,3|1|2|4,选项1|选项2|选项3|选项4,1,2
370,题目70,1.4049204161,-0.4601500045,-1.96495194668|-0.380449999946|0.964951933082,4|1|2|3,选项1|选项2|选项3|选项4,1,2
371,题目71,1.4121987561,-0.615172673,-1.66215589459|-0.829644060709|0.646281936375,2|1|3|4,选项1|选项2|选项3|选项4,1,2
372,题目72,1.4163537667,-0.6927151448,-1.77191856417|-0.869074488007|0.562847617794,4|1|2|3,选项1|选项2|选项3|选项4,1,2
373,题目73,1.4179343602,-0.5918219531,-1.96149142061|-0.541468153556|0.727493714803,2|1|3|4,选项1|选项2|选项3|选项4,1,2
374,题目74,1.4196007551,-0.2967295984,-1.52397041604|-0.132138335151|0.765919956132,2|1|3|4,选项1|选项2|选项3|选项4,1,2
375,题目75,1.4205099188,-0.3993201683,-1.18539287244|-0.673385324666|0.660817692305,3|1|2|4,选项1|选项2|选项3|选项4,1,2
376,题目76,1.4238204885,-0.43682452,-1.34866338723|-0.886746973956|0.924936801128,1|2|3|4,选项1|选项2|选项3|选项4,1,2
377,题目77,1.435948845,-0.424745347,-1.08161295831|-0.724950801509|0.532327718919,2|1|3|4,选项1|选项2|选项3|选项4,1,2
378,题目78,1.4408050239,-0.514909885,-1.90902899982|-0.0695845554631|0.433883900306,1|2|3|4,选项1|选项2|选项3|选项4,1,2
379,题目79,1.4455821378,-0.2764035138,-1.07893685386|-0.413183083558|0.662909395914,1|2|3|4,选项1|选项2|选项3|选项4,1,2
380,题目80,1.4457856442,-0.5628870682,-1.45305662238|-0.659125305614|0.423520723398,1|2|3|4,选项1|选项2|选项3|选项4,1,2
381,题目81,1.4496603871,-0.396989372,-1.32746818134|-0.648098378393|0.784598443615,4|1|2|3,选项1|选项2|选项3|选项4,1,2
382,题目82,1.4685491406,-0.8416637699,-1.83663311996|-1.05956867831|0.37121048854,3|1|2|4,选项1|选项2|选项3|选项4,1,2
383,题目83,1.4792304713,-0.5767366184,-1.60882134748|-1.02187326284|0.900484755037,1|2|3|4,选项1|选项2|选项3|选项4,1,2
384,题目84,1.4878040518,-0.3261642398,-1.81154912832|-0.123395703826|0.956452112766,4|1|2|3,选项1|选项2|选项3|选项4,1,2
385,题目85,1.4892365116,-0.6339370791,-1.93684748354|-0.225929566884|0.260965813068,1|2|3|4,选项1|选项2|选项3|选项4,1,2
386,题目86,1.4925317587,-0.6631467448,-1.57656324035|-1.04940927899|0.636532285086,4|1|2|3,选项1|选项2|选项3|选项4,1,2
387,题目87,1.4964758614,-0.8516431813,-1.84346752489|-0.846903401618|0.135441382574,2|1|3|4,选项1|选项2|选项3|选项4,1,2
388,题目88,1.4988941009,-0.3219627548,-1.70844771181|-0.19837051981|0.940929967184,1|2|3|4,选项1|选项2|选项3|选项4,1,2
389,题目89,1.5260097754,-0.4605531909,-1.90296403043|-0.403545661865|0.924850119637,3|1|2|4,选项1|选项2|选项3|选项4,1,2
390,题目90,1.5313234101,-0.5609336948,-1.72976407875|-0.725861592011|0.77282458628,3|1|2|4,选项1|选项2|选项3|选项4,1,2
391,题目91,1.5336393525,-0.342277524,-1.23405556507|-0.711096070377|0.918319063333,1|2|3|4,选项1|选项2|选项3|选项4,1,2
392,题目92,1.5515479253,-0.5318814084,-1.67524936532|-0.608992304519|0.68859744456,2|1|3|4,选项1|选项2|选项3|选项4,1,2
393,题目93,1.5533374773,-0.520394451,-1.4516512966|-0.973340204559|0.863808148122,2|1|3|4,选项1|选项2|选项3|选项4,1,2
394,题目94,1.5672914226,-0.6965249524,-1.84712794341|-0.532093475144|0.289646561223,3|1|2|4,选项1|选项2|选项3|选项4,1,2
395,题目95,1.5741029958,-0.3565899408,-1.0151427552|-0.227131644546|0.172504577326,1|2|3|4,选项1|选项2|选项3|选项4,1,2
396,题目96,1.5778934353,-0.5827070369,-1.21519315557|-0.854774603699|0.321846648656,2|1|3|4,选项1|选项2|选项3|选项4,1,2
397,题目97,1.5786174964,-0.5564744089,-1.66117175105|-0.454128953922|0.445877478397,4|1|2|3,选项1|选项2|选项3|选项4,1,2
398,题目98,1.5897599519,-0.3895033156,-1.99844840708|-0.0768585044735|0.906796964749,3|1|2|4,选项1|选项2|选项3|选项4,1,2
399,题目99,1.6050721726,-0.5860276314,-1.04392786968|-1.08669188947|0.372536865018,1|2|3|4,选项1|选项2|选项3|选项4,1,2
400,题目100,1.6184215504,-0.5231513901,-1.4339426966|-0.467157690816|0.331646217049,4|1|2|3,选项1|选项2|选项3|选项4,1,2
401,题目101,1.6213741569,-0.5804523058,-1.23659999518|-1.01615622084|0.511399298479,3|1|2|4,选项1|选项2|选项3|选项4,2,2
402,题目102,1.6264488985,-0.5834433027,-1.42451312501|-0.771979408115|0.446162625154,2|1|3|4,选项1|选项2|选项3|选项4,2,2
403,题目103,1.636149021,-0.4137877632,-1.10401163033|-0.790096588534|0.652744929261,2|1|3|4,选项1|选项2|选项3|选项4,2,2
404,题目104,1.6406321089,-0.4734951101,-1.36152315494|-0.721633522075|0.662671346595,4|1|2|3,选项1|选项2|选项3|选项4,2,2
405,题目105,1.6416432248,-0.4616979579,-1.66482818835|-0.556141157551|0.835875472203,3|1|2|4,选项1|选项2|选项3|选项4,2,2
406,题目106,1.6460061091,-0.6935916484,-1.50848067108|-0.918852606748|0.346558332738,1|2|3|4,选项1|选项2|选项3|选项4,2,2
407,题目107,1.6467078306,-0.1825824783,-1.11425677277|-0.0336233680828|0.600132705857,4|1|2|3,选项1|选项2|选项3|选项4,2,2
408,题目108,1.6477695753,-0.2498061866,-1.21724813526|-0.110927983855|0.578757559417,4|1|2|3,选项1|选项2|选项3|选项4,2,2
409,题目109,1.6631344531,-0.3873468554,-1.65220165985|-0.283882220427|0.774043314226,4|1|2|3,选项1|选项2|选项3|选项4,2,2
410,题目110,1.6740773067,-0.4619883128,-1.34823576619|-0.570887740737|0.53315856841,2|1|3|4,选项1|选项2|选项3|选项4,2,2
411,题目111,1.6766418828,-0.5739093199,-1.85355635309|-0.72642165213|0.858250045604,1|2|3|4,选项1|选项2|选项3|选项4,2,2
412,题目112,1.6961696823,-0.4713853547,-1.25970192929|-0.529417045617|0.374962910807,3|1|2|4,选项1|选项2|选项3|选项4,2,2
413,题目113,1.702370456,-0.5130335322,-1.35543728434|-0.74781684465|0.564153532353,1|2|3|4,选项1|选项2|选项3|选项4,2,2
414,题目114,1.7049282871,-0.4855761221,-1.33861669436|-1.06618809417|0.948076422278,2|1|3|4,选项1|选项2|选项3|选项4,2,2
415,题目115,1.7255529191,-0.4780776022,-1.19375651703|-0.703803279341|0.463326989864,1|2|3|4,选项1|选项2|选项3|选项4,2,2
416,题目116,1.7267104704,-0.4093682379,-1.51826265308|-0.59756665289|0.887724592351,2|1|3|4,选项1|选项2|选项3|选项4,2,2
417,题目117,1.7361911426,-0.4876802914,-1.60175633|-0.762196777172|0.900912232952,1|2|3|4,选项1|选项2|选项3|选项4,2,2
418,题目118,1.742185437,-0.4012174149,-1.30962896914|-0.428069959441|0.534046684009,4|1|2|3,选项1|选项2|选项3|选项4,2,2
419,题目119,1.7424671093,-0.659955431,-1.95538661874|-0.927519748123|0.903040073956,3|1|2|4,选项1|选项2|选项3|选项4,2,2
420,题目120,1.7495248106,-0.6847718975,-1.46543663405|-0.770876520545|0.181997462136,4|1|2|3,选项1|选项2|选项3|选项4,2,2
421,题目121,1.7546765226,-0.4002362808,-1.32354111707|-0.55560529194|0.678437566714,3|1|2|4,选项1|选项2|选项3|选项4,2,2
422,题目122,1.7558556497,-0.5356745782,-1.97453980682|-0.236641306603|0.604157378969,1|2|3|4,选项1|选项2|选项3|选项4,2,2
423,题目123,1.7602791046,-0.5548104886,-1.68905602336|-0.603525957446|0.628150514892,4|1|2|3,选项1|选项2|选项3|选项4,2,2
424,题目124,1.7797677543,-0.3927354765,-1.88450865996|-0.277420010697|0.983722241238,4|1|2|3,选项1|选项2|选项3|选项4,2,2
425,题目125,1.7893424943,-0.1807926107,-1.12035612002|-0.126371847855|0.704350135808,3|1|2|4,选项1|选项2|选项3|选项4,2,2
426,题目126,1.7894754662,-0.4702243417,-1.50303580184|-0.271370128161|0.363732904908,1|2|3|4,选项1|选项2|选项3|选项4,2,2
427,题目127,1.802454936,-0.648375273,-1.89318722044|-0.382305429294|0.330366830799,1|2|3|4,选项1|选项2|选项3|选项4,2,2
428,题目128,1.803451396,-0.6672253439,-1.58406867801|-0.658394836237|0.240787482432,1|2|3|4,选项1|选项2|选项3|选项4,2,2
429,题目129,1.8097943829,-0.7614737329,-1.98342282369|-0.803616148583|0.502617773632,3|1|2|4,选项1|选项2|选项3|选项4,2,2
430,题目130,1.8128133243,-0.5416452288,-1.41761637812|-1.06068996619|0.853370657803,1|2|3|4,选项1|选项2|选项3|选项4,2,2
431,题目131,1.8168034011,-0.1600272489,-1.01914672816|-0.134969494688|0.674034476129,4|1|2|3,选项1|选项2|选项3|选项4,2,2
432,题目132,1.8258967022,-0.5564381107,-1.70341536105|-0.871528309538|0.905629338502,1|2|3|4,选项1|选项2|选项3|选项4,2,2
433,题目133,1.827355864,-0.2024442931,-1.15909156678|-0.22197620663|0.773734894172,1|2|3|4,选项1|选项2|选项3|选项4,2,2
434,题目134,1.835347054,-0.5805202943,-1.44510691471|-1.02765888812|0.731204919828,4|1|2|3,选项1|选项2|选项3|选项4,2,2
435,题目135,1.8450406107,-0.4498040442,-1.34851602623|-0.790588718364|0.789692611875,2|1|3|4,选项1|选项2|选项3|选项4,2,2
436,题目136,1.8457487139,-0.4271090801,-1.35936806959|-0.279657953976|0.357698783347,2|1|3|4,选项1|选项2|选项3|选项4,2,2
437,题目137,1.8562360519,-0.8154955905,-1.48960868108|-1.09720913064|0.140331040159,2|1|3|4,选项1|选项2|选项3|选项4,2,2
438,题目138,1.8656378289,-0.5741780703,-1.03965213544|-1.05862695289|0.375744877505,4|1|2|3,选项1|选项2|选项3|选项4,2,2
439,题目139,1.8716684831,-0.7058926201,-1.64608572647|-1.04536588885|0.573773754875,2|1|3|4,选项1|选项2|选项3|选项4,2,2
440,题目140,1.8816786169,-0.5483024571,-1.78527178195|-0.560483072935|0.700847483514,3|1|2|4,选项1|选项2|选项3|选项4,2,2
441,题目141,1.8899376336,-0.4829443806,-1.66950387587|-0.369741574663|0.590412308849,1|2|3|4,选项1|选项2|选项3|选项4,2,2
442,题目142,1.8957459913,-0.5376575819,-1.76666717376|-0.662536214163|0.816230642219,1|2|3|4,选项1|选项2|选项3|选项4,2,2
443,题目143,1.8974295619,-0.4087155617,-1.33149521188|-0.144813490672|0.250162017495,1|2|3|4,选项1|选项2|选项3|选项4,2,2
444,题目144,1.8981136725,-0.9159869124,-1.89472905894|-1.03490521145|0.181673533218,3|1|2|4,选项1|选项2|选项3|选项4,2,2
445,题目145,1.9099317924,-0.6224441578,-1.46840759447|-1.07777696219|0.678852083306,4|1|2|3,选项1|选项2|选项3|选项4,2,2
446,题目146,1.927612929,-0.3554158492,-1.59394890991|-0.244182902315|0.771884264711,3|1|2|4,选项1|选项2|选项3|选项4,2,2
447,题目147,1.933630036,-0.5885404411,-1.86549010987|-0.444641450288|0.54451023691,4|1|2|3,选项1|选项2|选项3|选项4,2,2
448,题目148,1.9357543958,-0.3932672436,-1.57121783189|-0.233905662175|0.625321763259,4|1|2|3,选项1|选项2|选项3|选项4,2,2
449,题目149,1.959333053,-0.6492375373,-1.7982389413|-1.01396667171|0.864493001177,3|1|2|4,选项1|选项2|选项3|选项4,2,2
450,题目150,1.9599204232,-0.3414571903,-1.91622424678|-0.0377256646511|0.929578340388,1|2|3|4,选项1|选项2|选项3|选项4,2,2
451,题目151,1.96100468,0.5584120754,-0.553676638609|0.385941783203|1.84297108152,1|2|3|4,选项1|选项2|选项3|选项4,2,2
452,题目152,1.9698248068,0.868621021,-0.100873981909|0.949812592119|1.75692445293,3|1|2|4,选项1|选项2|选项3|选项4,2,2
453,题目153,1.9780604376,0.4653517111,-0.363463481635|0.47065587486|1.28886274003,3|1|2|4,选项1|选项2|选项3|选项4,2,2
454,题目154,1.9826422815,0.8611699795,-0.138857168342|0.853790305545|1.86857680134,4|1|2|3,选项1|选项2|选项3|选项4,2,2
455,题目155,1.9891988203,0.5559990596,-0.8843035631|0.75970641865|1.79259432325,1|2|3|4,选项1|选项2|选项3|选项4,2,2
456,题目156,1.994077122,0.3942469556,-0.690478095386|0.273136549316|1.60008241283,3|1|2|4,选项1|选项2|选项3|选项4,2,2
457,题目157,2.0038707679,0.3151419743,-0.939654891426|0.254920026308|1.63016078791,1|2|3|4,选项1|选项2|选项3|选项4,2,2
458,题目158,2.0074387413,0.5129853875,-0.250015436309|0.653796798442|1.13517480046,3|1|2|4,选项1|选项2|选项3|选项4,2,2
459,题目159,2.0082625354,0.5949362573,-0.0801180336097|0.52470584481|1.34022096065,4|1|2|3,选项1|选项2|选项3|选项4,2,2
460,题目160,2.0135527938,0.3077937024,-0.921183075031|0.395168741918|1.44939544034,3|1|2|4,选项1|选项2|选项3|选项4,2,2
461,题目161,2.01410268,0.504002828,-0.296188893567|0.110326182775|1.69787119471,2|1|3|4,选项1|选项2|选项3|选项4,2,2
462,题目162,2.0359251881,0.604315061,-0.5952634983|0.723012845784|1.68519583541,3|1|2|4,选项1|选项2|选项3|选项4,2,2
463,题目163,2.0391425739,0.5039314004,-0.00668463288672|0.398392006213|1.12008682781,1|2|3|4,选项1|选项2|选项3|选项4,2,2
464,题目164,2.0424805215,0.4645512113,-0.884878769568|0.320586016353|1.95794638709,1|2|3|4,选项1|选项2|选项3|选项4,2,2
465,题目165,2.0435072713,0.5402665245,-0.230571912965|0.39616499283|1.45520649372,1|2|3|4,选项1|选项2|选项3|选项4,2,2
466,题目166,2.0447090766,0.6695145776,-0.815887860513|0.857970741907|1.96646085139,3|1|2|4,选项1|选项2|选项3|选项4,2,2
467,题目167,2.0529983915,0.6412838668,-0.271491080828|0.97642883919|1.21891384195,3|1|2|4,选项1|选项2|选项3|选项4,2,2
468,题目168,2.0567312698,0.6587228013,-0.775558043261|0.988598148763|1.76312829849,4|1|2|3,选项1|选项2|选项3|选项4,2,2
469,题目169,2.0614855929,0.7216579268,-0.0755512523838|0.268360909516|1.97216412315,1|2|3|4,选项1|选项2|选项3|选项4,2,2
470,题目170,2.0695536837,0.701297154,-0.173717491522|0.708754341024|1.56885461249,3|1|2|4,选项1|选项2|选项3|选项4,2,2
471,题目171,2.0701802216,0.7519058608,-0.512193336638|0.807393463022|1.96051745588,4|1|2|3,选项1|选项2|选项3|选项4,2,2
472,题目172,2.0912699298,0.4695204284,-0.83196870118|0.635287278069|1.60524270844,1|2|3|4,选项1|选项2|选项3|选项4,2,2
473,题目173,2.1142420984,0.4938673825,-0.731479747996|0.907643160146|1.30543873538,4|1|2|3,选项1|选项2|选项3|选项4,2,2
474,题目174,2.1144218621,0.5042493018,-0.670379700446|0.740406903204|1.44272070258,3|1|2|4,选项1|选项2|选项3|选项4,2,2
475,题目175,2.1156507388,0.4100008677,-0.948828119675|0.324959904954|1.8538708178,1|2|3|4,选项1|选项2|选项3|选项4,2,2
476,题目176,2.1254524066,0.4010113025,-0.523665706178|0.465967622028|1.26073199161,3|1|2|4,选项1|选项2|选项3|选项4,2,2
477,题目177,2.1406223104,0.5894181902,-0.698099568029|0.970727006574|1.49562713191,3|1|2|4,选项1|选项2|选项3|选项4,2,2
478,题目178,2.1512619814,0.4547577389,-0.418428815265|0.241727472545|1.54097455946,3|1|2|4,选项1|选项2|选项3|选项4,2,2
479,题目179,2.1524638484,0.4155425731,-0.921044868691|0.497900162592|1.66977242528,4|1|2|3,选项1|选项2|选项3|选项4,2,2
480,题目180,2.1543477631,0.3552455569,-0.574247177971|0.165210648754|1.47477319977,4|1|2|3,选项1|选项2|选项3|选项4,2,2
481,题目181,2.1556612297,0.7924588479,-0.133897810584|0.989229247641|1.52204510669,3|1|2|4,选项1|选项2|选项3|选项4,2,2
482,题目182,2.1699084654,0.5728275069,-0.207696498547|0.752959541089|1.17321947813,1|2|3|4,选项1|选项2|选项3|选项4,2,2
483,题目183,2.1717035426,0.5453772159,-0.523846611828|0.922486111758|1.23749214776,2|1|3|4,选项1|选项2|选项3|选项4,2,2
484,题目184,2.177944311,0.4641733026,-0.988487092269|0.790886726504|1.59012027343,4|1|2|3,选项1|选项2|选项3|选项4,2,2
485,题目185,2.1814677828,0.598937449,-0.535885645177|0.341176623086|1.99152136907,2|1|3|4,选项1|选项2|选项3|选项4,2,2
486,题目186,2.18222036,0.504797419,-0.290212393643|0.112469406982|1.69213524359,3|1|2|4,选项1|选项2|选项3|选项4,2,2
487,题目187,2.1933134292,0.5186533835,-0.462445598319|0.199564388672|1.81884136009,1|2|3|4,选项1|选项2|选项3|选项4,2,2
488,题目188,2.204326837,0.3732594773,-0.949513822369|0.350227077949|1.7190651762,4|1|2|3,选项1|选项2|选项3|选项4,2,2
489,题目189,2.2161641186,0.4347363143,-0.133977076553|0.107439904342|1.33074611505,4|1|2|3,选项1|选项2|选项3|选项4,2,2
490,题目190,2.2162591108,0.3692916705,-0.431333124936|0.244787301709|1.29442083458,3|1|2|4,选项1|选项2|选项3|选项4,2,2
491,题目191,2.2173461026,0.6601007123,-0.272505042484|0.357490901023|1.89531627837,4|1|2|3,选项1|选项2|选项3|选项4,2,2
492,题目192,2.2240908298,0.7825215711,-0.0388241070429|0.745442706704|1.64094611365,4|1|2|3,选项1|选项2|选项3|选项4,2,2
493,题目193,2.224936455,0.6003115971,-0.538272933191|0.772483229164|1.56672449538,2|1|3|4,选项1|选项2|选项3|选项4,2,2
494,题目194,2.2254746613,0.6441794338,-0.0288546212079|0.669208608074|1.29218431447,3|1|2|4,选项1|选项2|选项3|选项4,2,2
495,题目195,2.2257407683,0.2832517921,-0.863792709368|0.435957990182|1.27759009538,2|1|3|4,选项1|选项2|选项3|选项4,2,2
